name,distance_from_earth,planet_mass,planet_type,planet_radius,distance_from_their_sun,orbital_period,gravity,orbital_speed,specifications
Kepler-715 b,3960,13.5,Neptune-like,3.752,Unknown,10 days,9.416703589,2522.699259,['gravity']
Kepler-716 b,2202,8.75,Neptune-like,2.9008,Unknown,10.4 days,10.21088231,2425.672365,['gravity']
Kepler-716 c,2202,2.52,Super Earth,1.393,Unknown,4 days,12.75231698,6306.748148,"['gravity', 'planet_type']"
Kepler-717 b,3673,6.44,Neptune-like,2.4192,Unknown,4.4 days,10.80520749,5733.407407,['gravity']
Kepler-718 b,4958,41631.8,Gas Giant,16.5424,Unknown,2.1 days,1493.891113,12012.85362,[]
Kepler-719 b,4655,54.6616,Gas Giant,8.512,Unknown,5 days,7.408152281,5045.398519,['gravity']
Kepler-720 b,2871,53.3904,Gas Giant,8.4,Unknown,4.7 days,7.430112571,5367.445232,['gravity']
Kepler-721 b,2766,7.46,Neptune-like,2.6432,Unknown,5.4 days,10.48502734,4671.665295,['gravity']
Kepler-722 b,4485,7.41,Neptune-like,2.632,Unknown,4.1 days,10.50357714,6152.925023,['gravity']
Kepler-722 c,4485,8.35,Neptune-like,2.8224,Unknown,105.1 days,10.29295656,240.0284738,['gravity']
Kepler-724 b,2812,10.8,Neptune-like,3.2928,Unknown,3.3 days,9.781013099,7644.54321,['gravity']
Kepler-725 b,2538,79.45,Gas Giant,10.6176,Unknown,39.6 days,6.920412354,637.0452675,['gravity']
Kepler-726 b,2734,10.7,Neptune-like,3.2592,Unknown,21.8 days,9.891281131,1157.201495,['gravity']
Kepler-727 b,2910,6.94,Neptune-like,2.5312,Unknown,5.2 days,10.63646556,4851.344729,['gravity']
Kepler-728 b,4032,11.1,Neptune-like,3.3376,Unknown,5.7 days,9.784647771,4425.788174,['gravity']
Kepler-729 b,4146,12.5,Neptune-like,3.5728,Unknown,3.2 days,9.615755074,7883.435185,['gravity']
Kepler-730 c,6590,3.09,Super Earth,1.569,0.03997,2.9,12.32546701,1498.696335,"['gravity', 'planet_type']"
Kepler-732 b,489,5.39,Neptune-like,2.18,Unknown,9.5 days,11.13695768,457.4967758,['gravity']
Kepler-732 c,489,2.15,Super Earth,1.27,Unknown,0.9 days,13.08946238,4829.132634,"['gravity', 'planet_type']"
Kepler-733 b,3197,8.35,Neptune-like,2.8224,Unknown,20.8 days,10.29295656,208.9528543,['gravity']
Kepler-734 b,1804,12.4,Neptune-like,3.5616,Unknown,6.1 days,9.598915997,712.4949787,['gravity']
Kepler-735 b,2577,9.01,Neptune-like,2.9456,Unknown,11.5 days,10.19689717,377.9321192,['gravity']
Kepler-736 b,3285,8.91,Neptune-like,2.9232,Unknown,3.6 days,10.238856,1207.283158,['gravity']
Kepler-737 b,636,4.5,Super Earth,1.96,Unknown,28.6 days,11.5024714,151.9657123,"['gravity', 'planet_type', 'speed']"
Kepler-738 b,3236,6.8,Neptune-like,2.4976,Unknown,24.6 days,10.70419304,176.6755842,"['gravity', 'speed']"
Kepler-739 b,3680,11,Neptune-like,3.3152,Unknown,12.5 days,9.827974227,347.6975496,['gravity']
Kepler-740 b,4117,18.9,Neptune-like,4.5696,Unknown,3.6 days,8.88783992,1207.283158,['gravity']
Kepler-741 b,4991,9.11,Neptune-like,2.968,Unknown,7 days,10.15503384,620.8884815,['gravity']
Kepler-742 b,1628,10.6,Neptune-like,3.2368,Unknown,8.4 days,9.934932611,517.4070679,['gravity']
Kepler-743 b,842,1.92,Super Earth,1.21,Unknown,3.2 days,12.87719521,1358.193553,"['gravity', 'planet_type']"
Kepler-744 b,1585,3.26,Super Earth,1.62,Unknown,12.1 days,12.19771164,359.1916835,"['gravity', 'planet_type']"
Kepler-745 b,3911,5.31,Neptune-like,2.16,Unknown,9.9 days,11.17577913,439.0120576,['gravity']
Kepler-746 b,1468,1.41,Super Earth,1.11,Unknown,3.5 days,11.237351,1241.776963,"['gravity', 'planet_type']"
Kepler-747 b,2789,24.1,Neptune-like,5.264,Unknown,35.6 days,8.540357931,122.0848138,"['gravity', 'speed']"
Kepler-748 b,4146,6.9,Neptune-like,2.52,Unknown,7.4 days,10.66937059,587.3269419,['gravity']
Kepler-749 b,2456,9.8,Neptune-like,3.1024,Unknown,17.3 days,9.998187648,251.2265532,['gravity']
Kepler-74 b,3974,200.214,Gas Giant,10.752,0.0781 AU,7.3 days,17.00617807,1163.337341,['gravity']
Kepler-750 b,3852,9.64,Neptune-like,3.0688,Unknown,9.4 days,10.05149484,903.442829,['gravity']
Kepler-750 c,3852,3.26,Super Earth,1.62,Unknown,4.1 days,12.19771164,2071.307949,"['gravity', 'planet_type']"
Kepler-751 b,2440,6.62,Neptune-like,2.4528,Unknown,17.4 days,10.80499339,488.0668157,['gravity']
Kepler-752 b,3507,8.3,Neptune-like,2.8112,Unknown,18.8 days,10.31300897,451.7214145,['gravity']
Kepler-753 b,907,4.31,Super Earth,1.91,Unknown,5.7 days,11.60115761,1489.888174,"['gravity', 'planet_type']"
Kepler-754 b,3888,4.7,Super Earth,2.01,Unknown,14.6 days,11.42343025,581.6686707,"['gravity', 'planet_type']"
Kepler-755 b,1200,3.75,Super Earth,1.76,Unknown,1.3 days,11.88766953,6532.58661,"['gravity', 'planet_type']"
Kepler-755 c,1200,2.13,Super Earth,1.26,Unknown,2.9 days,13.17435326,2928.400894,"['gravity', 'planet_type']"
Kepler-756 b,2779,1.46,Super Earth,1.12,Unknown,1.2 days,11.42898339,7076.968827,"['gravity', 'planet_type']"
Kepler-757 b,3314,2.42,Super Earth,1.36,Unknown,1 days,12.84778737,8492.362593,"['gravity', 'planet_type']"
Kepler-758 b,4413,6.71,Neptune-like,2.4752,Unknown,12.1 days,10.75456178,701.8481481,['gravity']
Kepler-758 c,4413,3.5,Super Earth,1.69,Unknown,4.8 days,12.0333189,1769.242207,"['gravity', 'planet_type']"
Kepler-758 d,4413,5.14,Neptune-like,2.12,Unknown,20.5 days,11.23006289,414.2615899,['gravity']
Kepler-758 e,4413,2.96,Super Earth,1.53,Unknown,8.2 days,12.4165128,1035.653975,"['gravity', 'planet_type']"
Kepler-759 b,2910,5.77,Neptune-like,2.2736,Unknown,41.8 days,10.96070485,203.1665692,['gravity']
Kepler-75 b,2791,3209.78,Gas Giant,11.76,0.0818 AU,8.9 days,227.9037202,999.4033292,[]
Kepler-760 b,2551,9.59,Neptune-like,3.0576,Unknown,8.7 days,10.07275009,1022.378118,['gravity']
Kepler-760 c,2551,2.79,Super Earth,1.48,Unknown,2.5 days,12.5075303,3557.875852,"['gravity', 'planet_type']"
Kepler-761 b,2828,4.78,Super Earth,2.03,Unknown,10.1 days,11.39007574,880.6623396,"['gravity', 'planet_type']"
Kepler-763 b,2942,1.98,Super Earth,1.22,Unknown,1.2 days,13.06280128,7412.241358,"['gravity', 'planet_type']"
Kepler-764 b,3304,3.33,Super Earth,1.64,Unknown,7.3 days,12.15758539,1218.450634,"['gravity', 'planet_type']"
Kepler-765 b,3262,6.48,Neptune-like,2.4304,Unknown,27.7 days,10.77234575,321.1079289,['gravity']
Kepler-766 b,5265,11.4,Neptune-like,3.3824,Unknown,6.1 days,9.784659369,1458.145841,['gravity']
Kepler-767 b,3865,35.7,Neptune-like,6.6304,Unknown,161.5 days,7.974060907,55.07547758,"['gravity', 'speed']"
Kepler-768 b,2593,3.86,Super Earth,1.79,Unknown,11.4 days,11.82965377,780.2359324,"['gravity', 'planet_type']"
Kepler-769 b,4443,8.85,Neptune-like,2.9232,Unknown,7.4 days,10.16990748,1201.985085,['gravity']
Kepler-769 c,4443,3.86,Super Earth,1.79,Unknown,16 days,11.82965377,555.9181019,"['gravity', 'planet_type']"
Kepler-76 b,2749,638.778,Gas Giant,15.232,0.0274 AU,1.5 days,27.03503147,1986.26321,['gravity']
Kepler-770 b,2482,5.9,Neptune-like,2.296,Unknown,18.9 days,10.99003398,157.6399373,"['gravity', 'speed']"
Kepler-770 c,2482,1.87,Super Earth,1.2,Unknown,1.5 days,12.7517534,1986.26321,"['gravity', 'planet_type']"
Kepler-770 d,2482,2.54,Super Earth,1.4,Unknown,4.2 days,12.72531192,709.3797178,"['gravity', 'planet_type']"
Kepler-771 b,3262,3.97,Super Earth,1.82,Unknown,8.7 days,11.76897179,342.4591741,"['gravity', 'planet_type']"
Kepler-772 b,2248,3.97,Super Earth,1.82,Unknown,13 days,11.76897179,229.1842165,"['gravity', 'planet_type']"
Kepler-773 b,1722,2.63,Super Earth,1.43,Unknown,3.7 days,12.62915998,805.2418418,"['gravity', 'planet_type']"
Kepler-774 b,3882,10.2,Neptune-like,3.1696,Unknown,11.1 days,9.969699002,268.4139473,['gravity']
Kepler-775 b,1305,1.81,Super Earth,1.19,Unknown,1 days,12.55091659,2979.394815,"['gravity', 'planet_type']"
Kepler-776 b,2371,2.18,Super Earth,1.28,Unknown,4.9 days,13.06553945,608.0397581,"['gravity', 'planet_type']"
Kepler-777 b,1249,2.76,Super Earth,1.47,Unknown,5.7 days,12.54195401,522.7008447,"['gravity', 'planet_type']"
Kepler-778 b,2933,3.46,Super Earth,1.68,Unknown,3.8 days,12.03783335,784.0512671,"['gravity', 'planet_type']"
Kepler-779 b,731,0.721,Terrestrial,0.92,Unknown,7.1 days,8.364700609,419.6330725,"['gravity', 'planet_type']"
Kepler-77 b,1859,136.654,Gas Giant,10.752,0.04501 AU,3.6 days,11.60739138,1359.51501,['gravity']
Kepler-780 b,1696,0.64,Terrestrial,0.89,Unknown,0.7 days,7.933973616,6991.791481,"['gravity', 'planet_type']"
Kepler-781 b,3379,8.7,Neptune-like,2.8896,Unknown,13.2 days,10.23138875,370.776821,['gravity']
Kepler-782 b,1344,10.4,Neptune-like,3.2032,Unknown,158.7 days,9.953046175,30.83965997,"['gravity', 'speed']"
Kepler-783 b,1775,0.399,Terrestrial,0.78,Unknown,4.3 days,6.439831166,1138.198613,"['gravity', 'planet_type']"
Kepler-783 c,1775,6.04,Neptune-like,2.3296,Unknown,7.1 days,10.92861218,689.3315545,['gravity']
Kepler-784 b,1970,3.12,Super Earth,1.58,Unknown,31.6 days,12.2724483,154.8814569,"['gravity', 'planet_type', 'speed']"
Kepler-786 b,1670,6.48,Neptune-like,2.4304,Unknown,53.5 days,10.77234575,91.48138387,"['gravity', 'speed']"
Kepler-787 b,1527,2.18,Super Earth,1.28,Unknown,0.9 days,13.06553945,5438.060041,"['gravity', 'planet_type']"
Kepler-788 b,5379,7.04,Neptune-like,2.5424,Unknown,8.4 days,10.69487445,582.6492901,['gravity']
Kepler-789 b,2985,5.14,Neptune-like,2.12,Unknown,8.6 days,11.23006289,569.0993066,['gravity']
Kepler-78 b,407,3.1783,Super Earth,1.121,Unknown,0.4 days,24.83558841,12235.63509,"['gravity', 'planet_type']"
Kepler-790 b,2371,5.39,Neptune-like,2.18,Unknown,13.7 days,11.13695768,357.2448202,['gravity']
Kepler-791 b,4720,9.53,Neptune-like,3.0464,Unknown,14.6 days,10.083466,335.2228792,['gravity']
Kepler-792 b,3931,4.5,Super Earth,1.96,Unknown,11.3 days,11.5024714,433.1198263,"['gravity', 'planet_type']"
Kepler-793 b,2590,2.45,Super Earth,1.37,Unknown,4.2 days,12.81786642,1165.29858,"['gravity', 'planet_type']"
Kepler-794 b,2489,5.1,Neptune-like,2.11,Unknown,11.1 days,11.2485374,440.9237871,['gravity']
Kepler-795 b,1494,3.46,Super Earth,1.68,Unknown,29.6 days,12.03783335,165.3464202,"['gravity', 'planet_type', 'speed']"
Kepler-796 b,1230,2.24,Super Earth,1.3,Unknown,6.4 days,13.01523772,764.7271933,"['gravity', 'planet_type']"
Kepler-797 b,2453,5.35,Neptune-like,2.17,Unknown,27.1 days,11.15642642,180.59978,"['gravity', 'speed']"
Kepler-798 b,3539,6.3,Neptune-like,2.3856,Unknown,13.7 days,10.8701638,357.2448202,['gravity']
Kepler-799 b,3357,37.9,Neptune-like,6.8768,Unknown,133.5 days,7.869682542,36.66107893,"['gravity', 'speed']"
Kepler-79 b,3430,10.9,Neptune-like,3.472,0.117 AU,13.5 days,8.878873247,942.3876543,['gravity']
Kepler-79 c,3430,5.9,Neptune-like,3.7184,0.187 AU,27.4 days,4.19015984,742.1104353,['gravity']
Kepler-79 d,3430,6,Neptune-like,7.1568,0.287 AU,52.1 days,1.150281884,598.9928912,['gravity']
Kepler-79 e,3430,4.1,Neptune-like,3.4832,0.386 AU,81.1 days,3.318316638,517.5400283,"['gravity', 'goldilock']"
Kepler-7 b,3091,140.1498,Gas Giant,18.1664,0.06067 AU,4.9 days,4.170090963,1346.342048,['gravity']
Kepler-800 b,3422,8.5,Neptune-like,2.8448,Unknown,14.1 days,10.31350393,467.8777331,['gravity']
Kepler-801 b,1367,4.66,Super Earth,2,Unknown,11.4 days,11.43975482,578.6908804,"['gravity', 'planet_type']"
Kepler-802 b,2701,12.3,Neptune-like,3.5392,Unknown,40.1 days,9.642412178,164.5156119,"['gravity', 'speed']"
Kepler-803 b,2006,13.8,Neptune-like,3.7856,Unknown,50.3 days,9.455846896,131.1545932,"['gravity', 'speed']"
Kepler-804 b,2114,4.42,Super Earth,1.94,Unknown,14.4 days,11.53213189,458.1302803,"['gravity', 'planet_type']"
Kepler-804 c,2114,1.55,Super Earth,1.14,Unknown,9.7 days,11.71150712,680.1109317,"['gravity', 'planet_type']"
Kepler-805 b,2143,8.7,Neptune-like,2.8896,Unknown,30.9 days,10.23138875,213.4976064,['gravity']
Kepler-806 b,848,1.55,Super Earth,1.14,Unknown,8.1 days,11.71150712,814.4538317,"['gravity', 'planet_type']"
Kepler-807 b,4280,76.9076,Gas Giant,10.416,Unknown,117.9 days,6.960783202,55.9548434,"['gravity', 'speed']"
Kepler-808 b,1047,2.73,Super Earth,1.46,Unknown,0.6 days,12.57615052,10995.12673,"['gravity', 'planet_type']"
Kepler-809 b,3043,9.32,Neptune-like,3.0128,Unknown,55.6 days,10.08245049,118.6524467,"['gravity', 'speed']"
Kepler-80 b,1165,6.93,Neptune-like,2.6656,0.0648 AU,7.1 days,9.577100975,992.4169014,['gravity']
Kepler-80 c,1165,6.74,Neptune-like,2.7328,0.0792 AU,9.5 days,8.862066196,906.5235088,['gravity']
Kepler-80 d,1165,6.75,Super Earth,1.53,0.0372,3.1,28.31468291,1304.844444,"['gravity', 'planet_type']"
Kepler-80 e,1165,4.13,Super Earth,1.6,0.0491,4.6,15.84166691,1160.649678,"['gravity', 'planet_type']"
Kepler-80 f,1165,1.92,Super Earth,1.21,0.0175,1,12.87719521,1902.898148,"['gravity', 'planet_type']"
Kepler-80 g,1165,1.51,Super Earth,1.13,Unknown,14.6 days,11.61210226,130.3354896,"['gravity', 'planet_type', 'speed']"
Kepler-810 b,5069,4.38,Super Earth,1.93,Unknown,4.6 days,11.54649797,413.6735105,"['gravity', 'planet_type']"
Kepler-811 b,2763,7.75,Neptune-like,2.6992,Unknown,23.6 days,10.44533476,80.63127746,"['gravity', 'speed']"
Kepler-812 b,4834,12.3,Neptune-like,3.5504,Unknown,10.1 days,9.581672725,188.4057572,"['gravity', 'speed']"
Kepler-813 b,2740,5.22,Neptune-like,2.14,Unknown,19.1 days,11.19267124,99.6281753,"['gravity', 'speed']"
Kepler-814 b,4329,5.14,Neptune-like,2.12,Unknown,6.1 days,11.23006289,311.9505161,['gravity']
Kepler-815 b,3911,15.8,Neptune-like,4.1104,Unknown,8.6 days,9.182896815,221.2672265,['gravity']
Kepler-816 b,3454,74.3652,Gas Giant,10.2368,Unknown,10.5 days,6.968384478,181.2283951,"['gravity', 'speed']"
Kepler-817 b,4570,60.0642,Gas Giant,9.0272,Unknown,4 days,7.237696359,475.724537,['gravity']
Kepler-818 b,3154,22.9,Neptune-like,5.1072,Unknown,10 days,8.621057523,190.2898148,"['gravity', 'speed']"
Kepler-819 b,2355,8.05,Neptune-like,2.7552,Unknown,33.2 days,10.41310894,57.31620928,"['gravity', 'speed']"
Kepler-81 b,1148,17.2,Super Earth,2.4192,0.0522,6,28.8586287,946.0122222,"['gravity', 'planet_type']"
Kepler-81 c,1148,4.3,Neptune-like,2.3632,0.08347 AU,12 days,7.560635321,756.3567068,['gravity']
Kepler-81 d,1148,1.92,Super Earth,1.21,0.128,20.8,12.87719521,669.1509972,"['gravity', 'planet_type']"
Kepler-820 b,3226,30.8,Neptune-like,6.0816,Unknown,127.8 days,8.177222279,108.9072045,"['gravity', 'speed']"
Kepler-821 b,2019,2.27,Super Earth,1.31,Unknown,1.9 days,12.98895036,7325.442495,"['gravity', 'planet_type']"
Kepler-822 b,3118,3.78,Super Earth,1.77,Unknown,3.2 days,11.84775482,4349.481481,"['gravity', 'planet_type']"
Kepler-823 b,2923,3.09,Super Earth,1.57,Unknown,4.2 days,12.30977077,3313.890653,"['gravity', 'planet_type']"
Kepler-824 b,4410,4.16,Super Earth,1.87,Unknown,4.5 days,11.68156174,3092.964609,"['gravity', 'planet_type']"
Kepler-825 b,2675,2.96,Super Earth,1.53,Unknown,3.8 days,12.4165128,3662.721248,"['gravity', 'planet_type']"
Kepler-825 c,2675,4.04,Super Earth,1.84,Unknown,8.2 days,11.71754177,1697.358627,"['gravity', 'planet_type']"
Kepler-826 b,2117,2.1,Super Earth,1.25,Unknown,4.5 days,13.19745105,3092.964609,"['gravity', 'planet_type']"
Kepler-827 b,4410,27,Neptune-like,5.6224,Unknown,51.9 days,8.387085604,268.1761222,['gravity']
Kepler-828 b,2039,2.89,Super Earth,1.51,Unknown,0.6 days,12.44614165,23197.23457,"['gravity', 'planet_type']"
Kepler-829 b,3112,5.1,Neptune-like,2.11,Unknown,6.9 days,11.2485374,2017.150832,['gravity']
Kepler-82 b,3027,12.15,Neptune-like,4.0656,0.1683 AU,26.4 days,7.218014892,693.1986111,['gravity']
Kepler-82 c,3027,13.9,Neptune-like,5.3312,0.2626 AU,51.5 days,4.802370258,554.453319,['gravity']
Kepler-82 d,3027,3.78,Super Earth,1.77,0.034,2.4,11.84775482,1540.441358,"['gravity', 'planet_type']"
Kepler-82 e,3027,6.66,Neptune-like,2.464,0.063 AU,5.9 days,10.77168422,1161.090395,['gravity']
Kepler-82 f,3027,20.9,Neptune-like,4.8384,0.3395 AU,75.7 days,8.766647381,487.664783,['gravity']
Kepler-830 b,3660,3.53,Super Earth,1.7,Unknown,11.3 days,11.99409968,3266.922484,"['gravity', 'planet_type']"
Kepler-831 b,1882,2.15,Super Earth,1.27,Unknown,5.6 days,13.08946238,6592.18287,"['gravity', 'planet_type']"
Kepler-832 b,4391,4.9,Super Earth,2.06,Unknown,7.1 days,11.33841714,5199.468179,"['gravity', 'planet_type']"
Kepler-833 b,1373,4.74,Super Earth,2.02,Unknown,18.8 days,11.40686742,1963.62894,"['gravity', 'planet_type']"
Kepler-834 b,2022,4.74,Super Earth,2.02,Unknown,13.3 days,11.40686742,2775.655945,"['gravity', 'planet_type']"
Kepler-835 b,6560,8.2,Neptune-like,2.7888,Unknown,11.4 days,10.35308797,3238.26527,['gravity']
Kepler-836 b,3272,7.9,Neptune-like,2.7328,Unknown,11.4 days,10.38728827,3238.26527,['gravity']
Kepler-837 b,2760,7.08,Neptune-like,2.5536,Unknown,16.6 days,10.66149996,2223.86892,['gravity']
Kepler-838 b,3947,7.9,Neptune-like,2.7328,Unknown,15.7 days,10.38728827,2351.351852,['gravity']
Kepler-839 b,2717,7.13,Neptune-like,2.5648,Unknown,37.8 days,10.64322666,976.6196845,['gravity']
Kepler-83 b,1321,41.9496,Gas Giant,2.8224,0.07295 AU,9.8 days,51.71082759,809.425189,['gravity']
Kepler-83 c,1321,11.4,Super Earth,2.3632,0.11796,20.1,20.04447504,638.1403427,"['gravity', 'planet_type']"
Kepler-83 d,1321,24.6,Super Earth,1.94,0.051,5.2,64.18335849,1066.459402,"['gravity', 'planet_type']"
Kepler-840 b,2538,42903,Gas Giant,17.0576,Unknown,2.5 days,1447.913444,2218.235556,[]
Kepler-841 b,3432,23.8,Neptune-like,5.2304,Unknown,124.4 days,8.542754813,44.57868882,"['gravity', 'speed']"
Kepler-842 b,1801,3.19,Super Earth,1.6,Unknown,1.2 days,12.23605749,4621.324074,"['gravity', 'planet_type']"
Kepler-843 b,4068,7.22,Neptune-like,2.5872,Unknown,2.1 days,10.59175639,2640.756614,['gravity']
Kepler-844 b,1285,3.46,Super Earth,1.68,Unknown,2.6 days,12.03783335,2132.918803,"['gravity', 'planet_type']"
Kepler-845 b,1536,4.82,Super Earth,2.04,Unknown,0.9 days,11.3730643,6161.765432,"['gravity', 'planet_type']"
Kepler-846 b,4022,6.71,Neptune-like,2.4752,Unknown,19.8 days,10.75456178,280.0802469,['gravity']
Kepler-847 b,1726,1.76,Super Earth,1.18,Unknown,2.3 days,12.41193362,2411.125604,"['gravity', 'planet_type']"
Kepler-848 b,2600,3.53,Super Earth,1.7,Unknown,6.9 days,11.99409968,803.7085346,"['gravity', 'planet_type']"
Kepler-849 b,2437,40.3606,Gas Giant,7.1344,Unknown,394.6 days,7.786342353,14.05369713,"['gravity', 'speed']"
Kepler-84 b,4708,40,Super Earth,2.23,Unknown,8.7 days,78.98435145,637.4240102,"['gravity', 'planet_type']"
Kepler-84 c,4708,20.2,Super Earth,2.3632,Unknown,12.9 days,35.51740314,429.8906115,"['gravity', 'planet_type']"
Kepler-84 d,4708,2.48,Super Earth,1.38,0.052,4.2,12.78746032,1346.268078,"['gravity', 'planet_type']"
Kepler-84 e,4708,7.27,Neptune-like,2.5984,0.181 AU,27.4 days,10.57336408,718.2994052,['gravity']
Kepler-84 f,4708,5.48,Neptune-like,2.2,0.25 AU,44.6 days,11.11798255,609.5125394,['gravity']
Kepler-850 b,5007,3.82,Super Earth,1.78,Unknown,7.2 days,11.83897625,3775.591564,"['gravity', 'planet_type']"
Kepler-851 b,2835,3.46,Super Earth,1.68,Unknown,8.5 days,12.03783335,3198.148148,"['gravity', 'planet_type']"
Kepler-852 b,2786,6.99,Neptune-like,2.5424,Unknown,44.9 days,10.61891653,605.4400726,['gravity']
Kepler-853 b,1990,3.5,Super Earth,1.69,Unknown,7.2 days,12.0333189,3775.591564,"['gravity', 'planet_type']"
Kepler-854 b,2417,41949.6,Gas Giant,16.7104,Unknown,2.1 days,1475.179687,12944.88536,[]
Kepler-855 b,3402,52.7548,Gas Giant,8.344,Unknown,7.9 days,7.440535297,3441.045476,['gravity']
Kepler-856 b,3833,63.2422,Gas Giant,9.296,Unknown,8 days,7.186303095,3398.032407,['gravity']
Kepler-857 b,3389,37.2,Neptune-like,6.7984,Unknown,85.4 days,7.903515395,318.3168532,['gravity']
Kepler-858 b,966,21.1,Neptune-like,4.8608,Unknown,76.1 days,8.769154911,357.2175987,['gravity']
Kepler-859 b,2985,9.75,Neptune-like,3.0912,Unknown,20.4 days,10.01938806,1332.561728,['gravity']
Kepler-85 b,2551,4.54,Super Earth,1.97,Unknown,8.3 days,11.48720024,3275.211959,"['gravity', 'planet_type']"
Kepler-85 c,2551,20.9,Super Earth,2.18,Unknown,12.5 days,43.1841216,2174.740741,"['gravity', 'planet_type']"
Kepler-85 d,2551,1.87,Super Earth,1.2,0.13,17.9,12.7517534,789.7103248,"['gravity', 'planet_type']"
Kepler-85 e,2551,0.6,Super Earth,1.27,0.163,25.2,3.652873222,703.3387713,"['gravity', 'planet_type']"
Kepler-860 b,4224,10.6,Neptune-like,3.2368,Unknown,5.1 days,9.934932611,3475.320988,['gravity']
Kepler-861 b,2629,5.82,Neptune-like,2.2736,Unknown,3.9 days,11.05568496,4544.650522,['gravity']
Kepler-862 b,2629,5.52,Neptune-like,2.21,Unknown,3.1 days,11.09801536,5717.46356,['gravity']
Kepler-863 b,3735,8.75,Neptune-like,2.9008,Unknown,15.6 days,10.21088231,1136.162631,['gravity']
Kepler-864 b,5131,6.35,Neptune-like,2.3968,Unknown,5.8 days,10.8542776,3055.885696,['gravity']
Kepler-865 b,2166,6.76,Neptune-like,2.4864,Unknown,14.2 days,10.73731002,1248.178665,['gravity']
Kepler-866 b,2251,3.29,Super Earth,1.63,Unknown,2.6 days,12.15938138,6816.975783,"['gravity', 'planet_type']"
Kepler-867 b,2688,19.4,Neptune-like,4.6368,Unknown,150.2 days,8.860450293,118.0035755,"['gravity', 'speed']"
Kepler-868 b,4139,4.86,Super Earth,2.05,Unknown,5 days,11.35584192,3544.827407,"['gravity', 'planet_type']"
Kepler-869 b,3122,12.7,Neptune-like,3.6064,Unknown,40.4 days,9.58841281,438.7162633,['gravity']
Kepler-870 b,4016,8.15,Neptune-like,2.7776,Unknown,21.4 days,10.37311023,828.2307027,['gravity']
Kepler-871 b,5529,13.5,Neptune-like,3.7408,Unknown,22 days,9.473175448,805.6425926,['gravity']
Kepler-872 b,3634,4.62,Super Earth,1.99,Unknown,2.6 days,11.45583142,6816.975783,"['gravity', 'planet_type']"
Kepler-873 b,4557,13.5,Neptune-like,3.752,Unknown,20.6 days,9.416703589,860.3950018,['gravity']
